time,x,y,z,velocity
0.19269275665283203,0.0013811974861633613,-0.41251992508158697,0.6831751676499647,0.0
0.36735963821411133,0.0013980851785492542,-0.41252009984327986,0.6831750065482666,0.0
0.8828103542327881,0.0014035533899403284,-0.41252007226732,0.6831750135965275,0.0
1.3623671531677246,0.0014201369922678413,-0.4125201024227003,0.6831750240008759,0.0
1.8372788429260254,0.001415077068492704,-0.4125200516722385,0.6831750041713764,0.0
2.298769950866699,0.0014219877697043712,-0.41252022495453716,0.6831748678637062,0.0
2.817866563796997,0.0013931191765609629,-0.41251994805886016,0.6831751036991065,0.0
3.2317817211151123,0.0013898382913710371,-0.412519964997065,0.6831751907426447,0.0
3.6649773120880127,0.0013927039989469494,-0.4125199599099768,0.6831751451907538,0.0
4.1160969734191895,0.0013953883845080083,-0.41252002748510364,0.6831750299836993,0.0
4.6508095264434814,0.0013584038627791717,-0.4125197554971752,0.6831754079057664,0.0
5.107850790023804,0.001391905972147625,-0.4125198858125182,0.6831751059694552,0.0
5.530603647232056,0.0014005650053005411,-0.41251994487718,0.6831751604411629,0.0
5.963904857635498,0.001399091855245794,-0.4125200508362958,0.6831750300438815,0.0
6.45638108253479,0.0013923694217204251,-0.4125199685786374,0.6831751381422726,0.0
6.912929534912109,0.0013824178481194852,-0.4125198459113696,0.6831752635481921,0.0
7.377594470977783,0.0013983448405831891,-0.41252007955970893,0.6831750314777342,0.0
7.90071439743042,0.0013807516098149038,-0.4125198995719159,0.6831751657927564,0.0
8.364944696426392,0.0013878778351697298,-0.41251988570723386,0.6831751541801327,0.0
8.823072910308838,0.0013904348746400417,-0.4125199662771024,0.6831751202355344,0.0
9.288813352584839,0.0013831503911599708,-0.4125199502676167,0.6831751890572777,0.0
9.81461787223816,0.001399076279471315,-0.412520038512922,0.6831751171319302,0.0
10.228425025939941,0.001381973771838372,-0.41251993019799216,0.6831752265540577,0.0
10.649407148361206,0.0013802544520951877,-0.4125198895161268,0.6831752240869235,0.0
11.152045726776123,0.0013782257925017804,-0.4125200418926831,0.6831750898537662,0.0
11.579744815826416,0.001384766301442571,-0.4125199254244043,0.6831751641495152,0.0
12.008300542831421,0.0013978567765810662,-0.41251992976456053,0.6831751223041607,0.0
12.443470001220703,0.0013780868276276038,-0.4125197678136496,0.6831754013502432,0.0
12.957042455673218,0.0014039238071637912,-0.41252004575962414,0.6831751527201417,0.0
13.40127444267273,0.0014015968940726382,-0.41252000891512486,0.6831750774861626,0.0
13.852249383926392,0.0013869990227530571,-0.41251988131944806,0.6831751644371219,0.0
14.367117643356323,0.001397481105452404,-0.4125199738998825,0.6831750893082507,0.0
14.812117576599121,0.0014163854849500493,-0.41252010465986977,0.6831749579374262,0.0
15.264710664749146,0.001405973220587001,-0.41252004161053735,0.683174966480374,0.0
15.72000002861023,0.00137449850950083,-0.4125198341328047,0.6831752858260275,0.0
16.240477800369263,0.0013661215035191267,-0.4125199275105291,0.6831751922134222,0.0
16.69880485534668,0.0013820598672346926,-0.4125200203121645,0.6831750904943404,0.0
17.170379400253296,0.0013858277171669982,-0.41252000724905946,0.6831750733161243,0.0
17.718234062194824,0.0013933074798738124,-0.4125200397162393,0.6831750463140095,0.0
18.18620538711548,0.001409075168499782,-0.41252002737217797,0.68317505885215,0.0
18.65766978263855,0.001400258058345676,-0.412519956441634,0.68317511419041,0.0
19.280367612838745,0.0013754061569741728,-0.41251990545334827,0.6831751849196711,0.0
19.83257269859314,0.0013646461071292852,-0.41251992178994173,0.6831752730025614,0.0
20.309964418411255,0.0013768677487850781,-0.41251993667752196,0.6831751748861121,0.0
20.792271852493286,0.0013770284216139267,-0.41251984326686597,0.6831751426495175,0.0
21.35185194015503,0.0013617507701721993,-0.4125198929250603,0.6831752823404205,0.0
21.844796657562256,0.0014016489700869506,-0.4125199777792342,0.6831751236425837,0.0
22.342109441757202,0.0013955895185232825,-0.4125199060757153,0.6831752319636775,0.0
22.905083656311035,0.0013921774219557812,-0.41252007628180853,0.6831750519344595,0.0
23.3474063873291,0.001395324167047527,-0.4125199961488293,0.6831750764960776,0.0
23.7788245677948,0.0014060855083897809,-0.412519975881547,0.6831750873924206,0.0
24.21979784965515,0.0014002889732930234,-0.4125199038632737,0.6831752381176897,0.0
24.655256986618042,0.0013829495429626797,-0.41251992328963416,0.6831750957258879,0.0
25.16432476043701,0.0013812025899703631,-0.41251989342618745,0.6831751746836346,0.0
25.604693174362183,0.0014023704903724306,-0.41251993582979174,0.6831751965784258,0.0
26.056098461151123,0.0013905892958082614,-0.4125199820658819,0.6831751814990149,0.0
26.506393909454346,0.0014008383683715606,-0.41251998074503815,0.6831750060576448,0.0
27.03003716468811,0.0013977254784656524,-0.4125200100970208,0.6831749962913515,0.0
27.479825258255005,0.0013828215658580171,-0.4125199031531195,0.6831752323567897,0.0
27.929020404815674,0.0013920393244169645,-0.41251999696053526,0.6831750634123427,0.0
28.446626901626587,0.0013979220366171208,-0.41252002506486596,0.6831751792847955,0.0
28.892019748687744,0.0013548413507714395,-0.41251980084988227,0.6831754093387714,0.0
29.34289288520813,0.0013578639373818622,-0.412519814262555,0.683175317250998,0.0
29.8004367351532,0.0013971712403909311,-0.41251998163516745,0.6831751104543377,0.0
30.320355892181396,0.0013805203287184991,-0.41251990351043233,0.6831753681288255,0.0
30.77193307876587,0.001398998858646568,-0.4125198822397385,0.683175194388514,0.0
31.23132872581482,0.0013816668246054748,-0.4125199417741705,0.6831751801039849,0.0
31.76233458518982,0.0013880610363330248,-0.4125200089159746,0.6831750898537662,0.0
32.22716808319092,0.0013641371700005606,-0.4125199405651108,0.6831751842115422,0.0
32.68721055984497,0.0014028087403902996,-0.4125200610927915,0.6831750553580056,0.0
33.14401841163635,0.0014344777921380817,-0.41252007013187586,0.6831749666220165,0.0
33.86984062194824,0.001379791414479377,-0.41251991899571205,0.6831752092855926,0.0
34.339391231536865,0.001392895402887557,-0.41252004600768444,0.6831749887626771,0.0
34.802491903305054,0.0013637668868068937,-0.41251980541486777,0.6831752657122204,0.0
35.33435297012329,0.0013861214072063924,-0.41251995482913345,0.6831751652495512,0.0
35.79817271232605,0.0013672545574430735,-0.41251968139020134,0.6831754326863323,0.0
36.271421909332275,0.0013821268322883854,-0.4125198244599922,0.6831754026888902,0.0
36.814998149871826,0.0013888950879199094,-0.4125199849565688,0.6831752177834964,0.0
37.28093886375427,0.0013988873751291648,-0.41251991451704006,0.683175200328097,0.0
37.78681921958923,0.0013821142839585043,-0.4125198996457332,0.6831752824856159,0.0
38.26426410675049,0.001405711981626406,-0.4125199954691448,0.6831750476667966,0.0
38.80710458755493,0.0013648148582334468,-0.412519912597639,0.6831752216754652,0.0
39.27797555923462,0.0013864559897395295,-0.412519932429954,0.6831751303123039,0.0
39.75099539756775,0.0013905506772125859,-0.41251993658639197,0.6831751480040127,0.0
40.29469037055969,0.0013804769501140478,-0.41251986724531114,0.6831752209775317,0.0
40.769052505493164,0.001397095384055619,-0.4125200754990804,0.6831751373402034,0.0
