time,joint1,joint2,joint3,joint4,joint5,joint6
1749190094.661235,0.0,0.0,2.3968450477696024e-05,0.0,-2.3968450477696024e-05,-2.3968450477696024e-05
1749190095.2087638,0.0,0.0,2.3968450477696024e-05,0.0,0.0,-2.3968450477696024e-05
1749190095.693845,0.0,0.0,-0.0,0.0,0.0,0.0
1749190096.1763077,0.0,0.0,-0.0,0.0,0.0,0.0
1749190096.7377512,0.0,0.0,-0.0,0.0,0.0,0.0
1749190097.2507813,0.0,0.0,-0.0,0.0,0.0,0.0
1749190097.723678,0.0,0.0,-0.0,0.0,0.0,0.0
1749190098.2071996,0.0,0.0,-0.0,0.0,0.0,0.0
1749190098.7512975,0.0,0.0,-0.0,0.0,0.0,0.0
1749190099.2563572,0.0,0.0,-0.0,0.0,0.0,0.0
1749190099.7320874,0.0,0.0,-0.0,0.0,0.0,0.0
1749190100.284259,0.0,0.0,-0.0,0.0,0.0,0.0
1749190100.7587178,0.0,0.0,-0.0,0.0,0.0,0.0
1749190101.2574046,0.0,0.0,-0.0,0.0,0.0,0.0
1749190101.8054888,0.0,0.0,-0.0,0.0,0.0,0.0
1749190102.28473,0.0,0.0,-0.0,0.0,0.0,0.0
1749190102.7656474,0.0,0.0,-0.0,0.0,0.0,0.0
1749190103.2419505,0.0,0.0,-0.0,0.0,0.0,0.0
1749190103.7906406,0.0,0.0,-0.0,0.0,0.0,0.0
1749190104.2714903,0.0,0.0,-0.0,0.0,0.0,0.0
1749190104.7445152,0.0,0.0,-0.0,0.0,0.0,0.0
1749190105.2873042,0.0,0.0,-0.0,0.0,0.0,0.0
1749190105.7597613,0.0,0.0,-0.0,0.0,0.0,0.0
1749190106.2342484,0.0,0.0,-0.0,0.0,0.0,0.0
